Feature,Coefficient,Abs_Coefficient
Feature_84,1.2921208710610022,1.2921208710610022
Feature_29,1.2538313644062868,1.2538313644062868
HU_p90,-1.087876096913933,1.087876096913933
Feature_73,-1.055499331739821,1.055499331739821
Feature_68,-0.9428596197145298,0.9428596197145298
Feature_40,0.8943810687089192,0.8943810687089192
Feature_54,0.884910568390466,0.884910568390466
Feature_71,0.8799340827801619,0.8799340827801619
Feature_48,0.8630473816424263,0.8630473816424263
Feature_14,0.8546519717554737,0.8546519717554737
Feature_47,0.8361408522318651,0.8361408522318651
Feature_42,0.7524814413968567,0.7524814413968567
Feature_77,-0.6873952177006892,0.6873952177006892
Feature_25,0.6792844679727938,0.6792844679727938
Feature_72,-0.6570765463615545,0.6570765463615545
Feature_66,0.6471008424675442,0.6471008424675442
mask_frac,0.6089403677736838,0.6089403677736838
Feature_30,0.587382287416815,0.587382287416815
Feature_23,-0.5822451830427072,0.5822451830427072
Feature_81,-0.5461558928406086,0.5461558928406086
mask_area,-0.5452299729097142,0.5452299729097142
Feature_45,0.5406695549266459,0.5406695549266459
Feature_22,-0.5258735289184965,0.5258735289184965
Feature_63,-0.5229986483443465,0.5229986483443465
Feature_28,0.4871593789890742,0.4871593789890742
Feature_39,0.4869796640046184,0.4869796640046184
Feature_21,-0.4800641811674328,0.4800641811674328
HU_p10,-0.4793133137935126,0.4793133137935126
Feature_58,-0.47769356371639193,0.47769356371639193
Feature_52,0.46841985760700466,0.46841985760700466
Feature_78,0.461232297450743,0.461232297450743
Feature_76,-0.3970784446747871,0.3970784446747871
Feature_20,0.39566696256637135,0.39566696256637135
Feature_19,-0.389647145487272,0.389647145487272
Feature_41,-0.3794476687563376,0.3794476687563376
Feature_83,-0.3766953745622802,0.3766953745622802
Feature_16,0.3328348711822867,0.3328348711822867
Feature_74,-0.33061075451175737,0.33061075451175737
Feature_35,-0.31731754094637626,0.31731754094637626
HU_p50,-0.31149769060024546,0.31149769060024546
Feature_44,0.30558927572651495,0.30558927572651495
Feature_17,-0.3043044335298166,0.3043044335298166
Feature_64,-0.3038006673696556,0.3038006673696556
mean_HU,-0.30347922784606635,0.30347922784606635
HU_p25,0.27052301306372345,0.27052301306372345
entropy,0.2666096885682489,0.2666096885682489
Feature_26,-0.25356856583310516,0.25356856583310516
Feature_70,-0.24076068908716677,0.24076068908716677
Feature_82,0.23579660343789258,0.23579660343789258
Feature_49,-0.23352400354950445,0.23352400354950445
Feature_32,-0.21931099882880933,0.21931099882880933
Feature_65,0.21073477121985768,0.21073477121985768
Feature_60,0.20141383093483994,0.20141383093483994
Feature_50,-0.20036973908548422,0.20036973908548422
grad_std,0.18983015276538315,0.18983015276538315
Feature_69,0.18296170794314964,0.18296170794314964
Feature_75,0.17331039485100977,0.17331039485100977
Feature_51,-0.17061323221096475,0.17061323221096475
Feature_15,0.1634969113492327,0.1634969113492327
Feature_56,-0.1549327383964259,0.1549327383964259
HU_p75,-0.15237124378957562,0.15237124378957562
Feature_55,0.13458754060044778,0.13458754060044778
HU_std,-0.1174998729114343,0.1174998729114343
Feature_24,0.11375225807407954,0.11375225807407954
Feature_61,-0.11213187107205089,0.11213187107205089
Feature_38,0.1118665206400446,0.1118665206400446
contrast,0.10698867113396482,0.10698867113396482
Feature_57,-0.10013659823525846,0.10013659823525846
homog,-0.09603023082846204,0.09603023082846204
Feature_53,-0.08287795104204962,0.08287795104204962
Feature_36,-0.08286065781789811,0.08286065781789811
Feature_79,-0.08086135568486605,0.08086135568486605
Feature_62,0.07897260568145989,0.07897260568145989
Feature_43,-0.07380872576530757,0.07380872576530757
Feature_27,-0.07079223419348067,0.07079223419348067
Feature_59,0.06271864649292191,0.06271864649292191
Feature_31,-0.05964363925440946,0.05964363925440946
grad_mean,-0.05112128175931985,0.05112128175931985
Feature_80,-0.029698249587858903,0.029698249587858903
Feature_46,0.029653550964375684,0.029653550964375684
Feature_37,-0.01894637032575895,0.01894637032575895
Feature_67,-0.01865434627464036,0.01865434627464036
Feature_33,-0.015324556244842443,0.015324556244842443
Feature_34,0.008893385592169466,0.008893385592169466
Feature_18,0.006595439406763695,0.006595439406763695
