Classifier,85-dim Acc,14-dim Acc,85-dim AUC,14-dim AUC,Acc Gap (%),AUC Gap
Linear SVM,0.6318407960199005,0.6181592039800995,0.6614012179122213,0.7184382503651262,1.3681592039801016,-0.05703703245290492
Logistic Regression,0.6293532338308457,0.6169154228855721,0.6610020546080155,0.7058506819813353,1.243781094527363,-0.04484862737331974
RBF SVM,0.6144278606965174,0.5348258706467661,0.6600366363838899,0.544536104166151,7.9601990049751326,0.11550053221773893
