Classifier,85-dim Acc,14-dim Acc,85-dim AUC,14-dim AUC,Acc Gap (%),AUC Gap
Linear SVM,0.7321867321867321,0.7076167076167076,0.7908643243406545,0.8013504123742485,2.457002457002455,-0.010486088033594076
Logistic Regression,0.726044226044226,0.7002457002457002,0.7879761940726866,0.7980302709887919,2.5798525798525818,-0.01005407691610527
RBF SVM,0.683046683046683,0.699017199017199,0.75486541192109,0.7564182350986375,-1.597051597051602,-0.0015528231775474577
