Classifier,85-dim Acc,14-dim Acc,85-dim AUC,14-dim AUC,Acc Gap (%),AUC Gap
Linear SVM,0.7014742014742015,0.6363636363636364,0.7740491223830095,0.6903416815201957,6.511056511056513,0.08370744086281379
Logistic Regression,0.7014742014742015,0.6228501228501229,0.7739524485665086,0.6857436331228662,7.862407862407861,0.08820881544364234
RBF SVM,0.6388206388206388,0.6339066339066339,0.7323404126763542,0.6831908401558865,0.49140049140048436,0.0491495725204677
