Classifier,85-dim Acc,14-dim Acc,85-dim AUC,14-dim AUC,Acc Gap (%),AUC Gap
Linear SVM,0.595771144278607,0.6728855721393034,0.6438813525756862,0.7128561526846052,-7.711442786069645,-0.06897480010891899
Logistic Regression,0.595771144278607,0.6430348258706468,0.6408211005767757,0.695571453325742,-4.726368159203975,-0.054750352748966336
RBF SVM,0.6492537313432836,0.5870646766169154,0.6803227962472461,0.6547887219347972,6.218905472636815,0.025534074312448918
