Classifier,85-dim Acc,14-dim Acc,85-dim AUC,14-dim AUC,Acc Gap (%),AUC Gap
Linear SVM,0.6928746928746928,0.6375921375921376,0.7344068155040634,0.7221171565813722,5.528255528255521,0.012289658922691182
Logistic Regression,0.6965601965601965,0.6474201474201474,0.7462614422525,0.7222802936467176,4.91400491400491,0.023981148605782376
RBF SVM,0.6191646191646192,0.7039312039312039,0.6813812271532582,0.7151808102474245,-8.476658476658471,-0.03379958309416631
