Classifier,85-dim Acc,14-dim Acc,85-dim AUC,14-dim AUC,Acc Gap (%),AUC Gap
Linear SVM,0.9230769230769231,0.7032967032967034,0.9574854651162792,0.7659883720930233,21.978021978021978,0.1914970930232559
Logistic Regression,0.9175824175824175,0.6868131868131868,0.9574854651162791,0.7659883720930233,23.076923076923073,0.1914970930232558
RBF SVM,0.9725274725274725,0.8626373626373627,0.9986676356589147,0.9135174418604652,10.989010989010984,0.08515019379844946
